"","AF4_1_a","AF4_1_b","AF4_2_a","AF4_2_b","AF4_3_a","AF4_3_b","MF_1_b","MF_1_a","MF_2_a","MF_2_b","MF_3_a","MF_3_b","SEC_1_a","SEC_1_b","SEC_2_a","SEC_2_b","SEC_3_a","SEC_3_b"
"AZGP1",22.7835674064366,22.2763970663216,24.7999590223786,24.4310955935393,20.8090050114971,21.7835674064366,25.4519908178506,24.7775603399887,24.6933857118313,25.1603872598201,24.996365215236,24.7644585834889,16.7576504377373,18.5381434529697,16.4248633836048,16.7329623427813,NA,17.0083191902018
"GALM",22.4752554796516,22.4440278362004,21.7686188799944,21.6264202421557,21.567720778524,22.4445071446936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRPF8",21.807237379412,22.0558967043264,21.101145358344,21.2206611392103,21.2351471068816,21.9134212226139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LMAN2",23.8689129614744,24.103095675363,23.42085459195,23.6186292576641,23.5731145984117,24.1237627346075,18.3667832291929,NA,NA,NA,NA,16.4613419498504,20.0838532493592,19.0172243646067,19.0774416309252,19.6832465150118,20.0558967043264,20.0364263840707
"MYL6",21.839940340677,22.0188029374814,21.7699947809838,21.4811248826342,20.9473059019044,21.7466816059114,NA,NA,NA,NA,NA,NA,16.9495474715553,NA,NA,NA,NA,NA
"EXOSC2",20.1030738986697,20.4272555464212,19.4831091956129,19.7127520009762,19.6990267578366,20.4356600884684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XPOT",22.5427409493682,22.7994650333168,21.8575679878804,21.8423012312271,21.8913387245356,22.535639892993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C9",27.8267499914269,28.0276511708963,27.2585372809121,27.4634178550754,27.4482141271051,28.0477045595304,26.579746365049,26.4769192141465,26.3595099018337,26.2767520165118,26.5725364797741,26.756845399379,22.5936630706344,22.2808608043864,22.7815678287903,22.4283341009971,22.1861904259919,22.0690291394687
"MMRN1",NA,NA,NA,NA,NA,NA,22.2877123795495,22.589208574532,22.5937740689778,22.361853842302,22.8764270151317,22.7471439981867,22.0624994391506,21.0974554316713,20.8529873804961,20.318926698242,20.1206555446577,19.9738921165422
"STXBP2",21.5627580834556,21.6425435715742,21.0109309775542,21.0073469340202,21.1242342956916,21.7146136249525,NA,NA,NA,NA,NA,NA,18.7601416621898,NA,NA,NA,NA,NA
"SEMA3A",20.5465233563742,20.5619498092909,20.1320101464053,20.0977389646201,20.4814949628272,20.8162618202966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TXNDC5",20.3511549206792,20.4770971458596,20.1758747811263,19.9746526515933,19.8333641980008,20.556519151788,14.4251568827496,14.5390921527912,NA,NA,NA,NA,18.1237662703109,16.9537224392304,17.9920327174877,16.9427389926271,17.0718289395171,17.0605418434936
"PITPNB",21.727831565999,22.040008720068,21.0133533454189,21.0223833919266,21.2759443071163,21.9624611345742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UPF1",22.0392564386385,22.38574446251,21.3042387849931,21.5301457799725,21.5048626206168,22.3073031079073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PCBP2",22.5451002222421,22.7409830135601,22.068075305569,22.1032993355813,22.1516808651645,22.8171429336956,NA,NA,NA,NA,NA,NA,17.1851609642231,NA,17.2299641262553,NA,NA,18.059159591002
"PFN1",27.0863866783763,27.2794113629623,26.4676214695644,26.579746365049,26.7402110372422,27.2252701114049,18.8020650736969,NA,19.082026863767,18.9870807763898,18.9499036345135,19.0007922784693,23.274976391622,20.0690720930741,18.7582069457912,19.139099140364,18.7357278889998,18.9603951206139
"WNK1",19.1598220743333,19.4734283059779,18.5415379344603,18.0803975338216,18.8734651404498,19.7942000755108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMU1",21.4149850436167,21.3979310078697,20.6860413706494,20.8399572508295,20.9045104112942,21.2964300719359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NARS1",24.0071012004915,24.277816343407,23.5765784537153,23.383109402342,23.8083310601057,24.2827728465822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCKSL1",22.1227976687804,21.9626086947046,21.6304493348351,22.2173433253258,20.7496894196443,21.3105079437266,17.5579796695701,NA,14.2162305179359,14.2549842965829,NA,NA,14.9952415877572,14.1605253826019,14.7353286017104,14.7839037030123,NA,14.0219862807215
"SNRPB2",20.2951601959409,20.3955592378163,19.6281820738608,19.6389573005097,19.7148743457256,20.4563875059045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPRG",19.3807231588386,18.3177703105841,19.1514402564362,16.9930710608358,18.7672889546062,19.3595222342264,22.9742129067327,23.5213320563092,23.2578182701616,23.470106732954,23.5020315003502,23.2563791727447,19.0326296151909,19.1428723883134,19.0971885640494,18.3854453618783,20.5238423652104,20.8128596447484
"HRNR",20.4941328999893,19.8658525603124,21.7112729032915,21.8085239303349,18.0970125973309,20.7363738525082,20.5000073935064,18.7501377608936,21.7588526816407,20.2834309216658,18.7450440050345,17.8066943574755,16.2545433347945,17.5515265316336,18.9996411307667,15.7176630369532,NA,14.3390984034715
"IGFALS",23.901501844022,23.6496561532847,24.5949131886903,24.2657077481624,24.0918434007328,24.8161664903142,23.5329193442256,23.3567527098999,23.2883391957962,23.4887644389745,23.657035445938,23.5557548764587,20.9975481969297,21.0447269559885,21.6827837073306,20.8726748802706,21.9313629706316,21.3271255306762
"NRBP1",20.548728795103,20.9867017378273,19.9669968222655,20.2951131004929,20.1879077857671,20.9469448147832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRDC",21.1413144994375,21.2759113529696,20.4753772089895,20.6279933454661,20.6793082744108,21.3321332759537,16.1707857280007,NA,14.0592430494551,NA,NA,16.6145373176517,13.8710581562903,NA,NA,NA,NA,NA
"GGPS1",20.2415049115186,20.3560424658888,18.285934966836,18.0516125603123,20.8957047014199,21.2148034908663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARRB1",20.8883151706475,21.0350843370188,20.228008355885,20.3012405194365,20.3660777738801,21.0343818786305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PCDHGC3",24.1332024304938,24.2177104421585,23.5765784537153,23.7491918268356,23.4118336913786,24.0019578972156,17.8868897060014,18.1247806592482,18.0503025101426,18.3175455460243,18.5342352393385,17.9045934643857,NA,NA,NA,NA,NA,NA
"CAPN1",19.9700777969812,20.270701392355,19.0710930730207,19.454526223244,19.459329551141,19.8346870726521,16.4442788862999,17.4715736125722,17.4228523748874,16.9123397091555,17.8962478389517,17.0670561583639,18.5093806954362,16.943899813252,16.1813231085644,NA,NA,NA
"QARS1",22.0738022718184,22.2370900198848,21.4313328342243,21.6175163403812,21.5303820458277,22.1589402999912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGHV1-8",27.7345372203298,27.9571511177245,28.1886735028992,28.2637841843123,27.9393807628103,28.612806981102,27.3643767027625,27.4050030180697,27.166635544747,27.0964354619137,27.2407101699869,27.5085455062324,28.5280937969364,28.4957561749237,28.5849510924935,28.5711625188283,28.5728617000128,28.4021461052192
"C2",23.2592559335002,23.5591754074538,23.9627872999349,24.2614097458548,23.4763012252568,24.0950673016071,23.9143340319078,24.1078913419646,23.7087252353287,23.7502146521467,24.0181825167337,24.1308482906608,17.4054988343315,16.8445341448842,17.6698815883177,14.6355764282066,18.0372198310765,19.4027268893187
"AP1B1",22.2735543165528,22.4898362033799,21.921211886704,21.8876252217366,21.8011340364561,22.4475837163278,NA,NA,NA,NA,NA,NA,16.7744910997197,NA,NA,NA,NA,NA
"CTNNA1",19.3497952252268,19.5274388244745,18.644349214179,18.431660825365,18.385795008604,19.3446795062861,NA,NA,NA,NA,NA,NA,11.0301636223019,NA,NA,NA,NA,NA
"ELP1",23.8137443054353,24.2361667104878,23.0758048921623,23.1891540382716,23.5144268081696,24.150674423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KRT14",21.8229877561703,20.7117257807923,22.7553179296324,22.7491918268356,21.0310718299624,22.3591747421061,21.4751822391662,15.3384822174791,21.8913387245356,21.2678553853708,20.1262973770883,18.4011878567411,20.4226335465735,19.3047991529122,20.1120474610901,17.8200480426725,14.1272608612804,17.6887427360341
"APEH",22.5308863630224,22.8014399755019,21.8384591649327,21.9846799057837,21.8950426932991,22.7855642165006,17.0115111881696,17.3544422427223,NA,17.6247811795958,NA,NA,21.5636091933648,21.1034837577652,20.9024222236647,21.1202606623137,NA,NA
"CTBP1",21.3538812390261,21.9777103509689,22.0409632314294,21.4530038061003,20.6462818290697,22.6408592050475,NA,NA,20.9459238623012,NA,NA,NA,NA,17.8555620071351,NA,17.4315710560414,NA,16.706307143017
"RPL8",21.3900004474467,21.552729597498,20.8132793854666,20.8817256413013,21.0384709435027,21.4531259199125,16.9567845121143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2555191738928
"PCDH12",22.7553179296324,22.660577439662,22.3564906575349,22.38574446251,21.6971033156872,22.2877123795495,20.5638516770827,20.6884944946588,20.7176939921515,20.4365051759925,20.8903229173827,20.3549638708177,18.8428045519011,18.2889886000163,18.7318659050312,17.5401885936847,18.0521010011819,17.5625629278803
"CDK1",21.9385365232681,22.0763915656591,21.5328452884178,21.5996550082901,21.7176944104604,22.2382641941798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COL12A1",22.224350318552,22.5117140537476,22.0383460150499,22.540787148205,21.8293418222315,22.660577439662,21.872554274941,21.6122768435274,21.0756149389409,20.6952894720411,22.0821282458996,21.8801694168175,20.2877123795495,20.206575616824,20.5451002222421,21.8987371768568,22.6342261127151,20.9243370000931
"TG",24.1078913419646,24.6242189393597,23.901501844022,23.5960514096889,23.8817567225407,24.6452643841675,NA,NA,NA,NA,NA,19.6823877113091,NA,NA,NA,NA,NA,NA
"IGHG1",30.0672778554286,30.3356457055654,30.4224194460645,30.5490360346184,29.5627456250282,29.8534095063987,29.9016744599364,29.231463421831,29.8531120128331,29.7759604997038,30.1369952958653,30.2886806608299,26.1598100663573,25.711616145386,26.3812950025774,25.3131980363578,26.9933447669109,26.840861655148
"PITHD1",21.7609140109364,21.8592462324718,21.528070122664,21.785445683159,20.7136449406393,21.648297450907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GP1BA",NA,NA,17.6098929239803,NA,NA,NA,29.8784748437806,30.199525653727,30.1039960779697,29.8384591649327,30.2433168843291,30.0466122194859,21.9529544829725,20.5316784374786,20.2027288703081,19.7996405176022,21.445700426384,21.1911351402995
"SLK",20.564196017699,20.5189498835065,19.8649978373628,20.1739559581869,19.6999351757068,20.9650091914568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP6V1B2",23.2184497171123,23.3791477658731,22.5777312264821,22.5869203979367,22.7491918268356,23.2848918604871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MTAP",22.6864560714876,23.0139305388816,22.2122686781396,22.3874470486369,22.4388535152187,23.0558967043264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPS3",26.1312409141605,26.3100801925779,25.0550692336751,25.1626937272032,25.7770586202685,26.5120155889228,NA,NA,NA,NA,NA,NA,NA,17.7039306021004,NA,NA,NA,18.0493965731517
"HDAC1",22.8876252217366,23.0837519883792,22.2035917583852,22.4323706223813,22.38574446251,23.0241143108677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMDHD1",21.9877435074431,22.283984173468,21.4740717944957,21.506092043366,21.5852330613867,21.9221459204996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIMP2",NA,14.2997231746295,NA,NA,12.7836203495757,NA,19.2110056321282,19.0926428260117,18.5722886965846,18.8873443894323,19.0930329560777,18.8770312466495,NA,NA,16.6796725193193,NA,NA,NA
"NRP1",22.9387640707284,23.0966765544687,22.3156183761193,22.5117140537476,22.29614100162,22.9152462640222,24.2058302305812,23.9950715116303,24.0010988944865,23.7389234913818,24.1339862908994,24.0715291388696,NA,NA,NA,NA,NA,NA
"PRKAR2A",23.1206023937142,23.2578182701616,22.2848918604871,22.589208574532,22.6051249933143,23.2433622870778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLEC11A",24.8004528423529,24.6573097258281,24.6436140178779,24.4557576477735,23.955710915222,24.8244452693849,21.2698429303151,20.6805346572481,20.7470775998984,21.1187693867042,21.0166532479528,20.6982001954783,NA,NA,NA,NA,NA,NA
"MAN2B1",21.6408592050475,21.9636694124912,21.1140142529548,21.0045318408794,21.4374594990541,21.8190938400658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLVRB",23.9521041063795,24.2767131892151,23.3936846428357,23.6616343759653,23.7763173613368,24.2416881239809,17.8246946480905,17.8794576113635,16.7745966228158,17.1500337290433,16.581590454773,17.5433067715346,18.4761722546708,16.7651177192169,16.7077500606841,16.8613777426138,NA,16.3662795202239
"EHD4",21.6326593508825,21.9232132178171,22.2393855497883,22.3995932062701,22.2970279163596,22.0853739054032,NA,NA,14.4508568351794,15.1721774531737,15.6274455372152,NA,19.0885605226655,NA,NA,15.0825898344624,NA,NA
"UBE2L3",20.4328344532843,20.4325286474588,19.8092672804253,20.1324645855991,19.7229292400911,20.343864508818,NA,NA,NA,NA,NA,NA,16.3822372973534,NA,NA,NA,NA,NA
"APP",22.1090906421607,22.4040563407869,22.145693374677,21.839351051803,20.8454058218518,21.6217366639313,21.9636694124912,21.7542640513883,21.6885918158316,21.5568273674437,21.8346068394371,21.7593875939415,17.6881410099141,16.5978037883496,16.584244672964,15.6320835719868,16.4592587000446,17.3104530255783
"HGD",23.3017328498644,23.4750644527499,22.9794558987207,23.0088115682566,22.9829406710452,23.2877123795495,NA,NA,NA,NA,NA,NA,NA,NA,16.0975280882811,NA,NA,NA
"SF3A3",21.4201072288265,21.6853125764968,21.2103443510217,20.932472134755,20.9649020549144,20.9935361920675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XRCC6",25.5314814115113,25.6152650236307,24.6719565017925,24.9360699615591,25.0563102617438,25.578307267632,21.1142608668404,21.3591747421061,NA,21.2360796111341,NA,21.3266313688418,NA,NA,NA,NA,NA,NA
"JUP",20.3301050112492,20.3962964246748,20.3920385546238,20.3598353344468,19.575792195585,20.7310297668663,18.7073759846365,15.3203246009761,19.6101795809691,18.1648308352298,16.4450843786785,16.9538156348225,NA,NA,15.7204633824901,NA,NA,NA
"PSMB6",24.1900874940355,24.1611564920648,23.5189335602606,23.6107671398911,23.6219856648566,24.1503497371082,16.7548614115224,16.3831642606351,16.3242297797163,16.9324108573039,NA,15.9122180612491,19.6610856662143,19.033336960384,18.9668360541675,18.929004064977,18.0335837771896,17.5733594658651
"PDE5A",24.1711193659378,24.2147495482697,23.3778247992137,23.4272637319482,22.4775369384295,24.2140083743306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT2B",24.0934562517011,24.2578182701616,23.5914931277266,23.5960514096889,23.7285815471603,24.383109402342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FN3KRP",21.5604051425629,21.7967557579463,20.8477432671777,21.0329940891998,21.0339928946075,21.6799598127461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLOT2",22.3538015700072,22.3988480497842,21.5317165070274,21.7045652076466,21.4589532399472,22.5261171188745,16.2869457441534,NA,NA,NA,NA,NA,19.0838324784556,17.866774833145,17.8219439718458,17.6104676228806,16.4721593122867,14.9014797476939
"GCN1",20.3135274412243,20.449996949959,19.3596787928304,19.609124618745,19.9437009716776,20.7066309136696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MRC2",24.9188894352534,24.9693900347591,24.0894207384659,24.2834795304273,24.152672294692,24.7930277356857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RASGRP2",20.2063943743274,20.3577603150997,19.4820338978473,19.5045532827578,19.3955445948296,20.5237705933131,NA,NA,NA,NA,NA,NA,14.7890633679339,NA,NA,NA,NA,NA
"CCT8",25.3942753199943,25.5926340491311,24.7900469597474,24.8151893856098,24.9365193292752,25.4892237240496,19.429629448217,16.4578104940101,NA,18.3509693869672,17.5545663693449,16.7082486779158,18.8755033947155,16.8532120727156,16.9485269340508,17.59326709938,NA,16.630053776981
"PEBP1",24.107093170414,24.180255196198,23.6010978087772,23.6207514148735,23.5529362866353,24.05920184905,NA,NA,NA,NA,NA,NA,15.5099914418221,NA,13.1516111949498,NA,NA,NA
"ATRN",23.7316919221507,23.7542987172687,24.0878033671744,24.2035917583852,23.5308863630224,24.2020975117049,24.0291793659506,24.1206023937142,23.7695118112152,23.793523933469,24.10948636152,24.112671120078,20.7413781056011,20.8542200911014,21.4626380620501,20.9846917254055,21.4922835237987,22.6297870475486
"KHDRBS1",20.9297987400769,21.1269161676464,21.0821282458996,20.4944308070524,20.6458387087756,21.3211353810869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGKV5-2",19.2704344967543,19.5401772397965,20.4676214695644,20.4971657451784,NA,19.6117650810681,NA,NA,NA,NA,NA,NA,23.4002663069286,20.9958504256744,21.1703554289113,21.4652972573609,20.7430401752878,20.8811475762349
"CDC37",22.4725877224577,22.6928538426858,21.9530482967346,21.8900690393994,21.7055648944353,22.4971657451784,NA,NA,NA,NA,NA,NA,15.7388496235047,NA,NA,NA,NA,NA
"RPS20",24.6068199553744,24.9903179816597,24.030863773662,24.2368095352787,24.2360796111341,24.8950426932991,NA,NA,NA,NA,NA,NA,15.2324434128961,NA,16.5610178919685,NA,NA,17.3523486692073
"ECHDC1",22.4601398881949,22.6096404744368,21.7097771457223,21.8668781935997,21.8950426932991,22.5427409493682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HSPG2",23.3591747421061,23.5638367848237,23.05920184905,23.2606921656157,22.8442184342214,23.5673229606019,22.7855642165006,22.7895495644517,22.6073845004964,22.4374594990541,22.8365342880082,22.8093128192732,18.8977686595616,17.8993746260423,18.1901960312723,17.8927562453532,18.3752940260877,18.5042273880697
"FBLN5",21.1528907323526,21.3515011145586,20.8718082516021,21.0069902986743,20.8083719146081,21.314004529694,22.2290725604126,22.1966180341345,21.8865736791034,21.9407390669172,22.1080234765654,22.0914970478011,16.1166363697864,15.3168401143229,15.7952305031238,14.1133270711004,13.8855343279304,14.6962666494629
"LPL",22.7223406071862,22.8537664177205,22.4626380620501,22.2989396349727,22.5615079787637,23.0442687020735,17.9454838446391,17.2709157855351,NA,18.2732902251248,18.0028699417301,NA,NA,NA,17.0634056149463,NA,16.8043075146042,13.9763761670292
"PRKDC",22.8670283171295,23.0902287446707,22.0950673016071,22.3988480497842,22.3778247992137,23.1300627229633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERT1",19.3891880746366,19.4405123418898,18.7150537210828,18.78069994981,18.8110798722999,19.3698124429709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COPS6",21.6376074940581,21.8415489919881,20.9761983970526,20.8403607297688,21.4867334017653,22.1167894037595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEMO1",23.0657895090848,23.1378992171952,22.4626380620501,22.4676214695644,22.5285037117114,23.1749329950178,NA,NA,NA,21.7265042321277,NA,NA,NA,17.7100530400244,NA,18.8335417837498,NA,NA
"PROC",NA,NA,18.9855751418032,17.8860358947674,15.8481754517163,NA,27.024325710244,27.3695286576586,27.1671041760346,27.4186046493561,27.5623817216233,27.2039650783617,16.9233507005877,16.4080825691615,17.0271857216178,16.6117841685208,NA,16.0776527517577
"GNB1",24.6375464710067,24.7679977004858,23.9333708119582,24.0690720930741,24.18101391041,24.6654651745717,19.8906413152054,19.5401147918146,19.455700465507,19.321335802659,19.892616927416,19.921297616407,20.8396482249413,20.0001953590637,19.9010539590194,19.6888717910145,18.581027680055,18.2720328513915
"HP",30.3483660969302,30.513710550983,30.8623059068871,30.9476804075447,30.6198188784574,31.3483660969302,30.9159870281253,30.9670550206163,30.5709092779764,30.4022274433847,30.8324353773049,31.0825851082164,31.3682801114614,31.2336362418507,31.5398233913021,31.1507370897863,32.0249861337121,31.7731329170547
"SPTB",17.5755614047017,18.202506491412,18.010752089107,14.5230656992726,17.4955740036874,18.2579218297976,NA,NA,NA,NA,NA,NA,23.6616650349196,23.1332024304938,23.0756149389409,23.0442687020735,21.9423484080774,20.9120743221976
"SDK1",22.7795654758791,22.9005808768405,22.0492636119939,22.2792342256251,22.1110796195957,22.5914931277266,NA,NA,NA,NA,NA,NA,NA,NA,18.9689311100914,NA,NA,NA
"CUL2",22.5731145984117,22.7895495644517,21.8689129614744,22.0224219997753,21.8816151248047,22.6735747801909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITIH4",27.1487992855448,27.4366655443586,27.250789071848,27.5580077060215,26.8849502251267,27.6376155639423,28.6243584042968,28.7099742935634,28.3182933101233,28.3409595054619,28.3798914018317,28.5851302313826,22.7306558753982,22.669255330734,23.2115605378516,22.6141418666718,23.0886122794698,23.0821282458996
"ANTXR1",19.9601377215209,19.7468455917625,19.2455039632257,19.4375509345746,19.3374455087799,20.0291793659506,20.5748725051668,20.4767303848282,20.1144845625606,19.9263437772395,20.0412233215895,20.4680363091107,18.9649781790654,17.9751499339424,19.0868903694228,15.4185609014184,17.5338163894334,19.2313140092093
"LTF",28.8456546663369,29.0942116553526,28.2691904713167,28.2449051309763,28.92450690549,29.4361889617277,19.3282344475613,19.5089901460996,19.1487496435711,19.3691798393908,19.6788390876821,19.7361690258319,20.093417564388,18.4197462587553,NA,NA,NA,NA
"LRG1",15.6695300871449,NA,20.9132269022463,21.2391672933461,NA,NA,21.3950082976438,20.9980727139387,20.7964088185869,21.0882861805995,21.1406594220307,21.073919331112,NA,NA,NA,NA,NA,NA
"DDX3X",19.7019495810574,19.8478377564974,19.411580499452,19.1686598775775,18.9112933773723,19.6625599023107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRXL2B",21.2185809727394,21.4626380620501,20.5130538350704,20.6419855674197,20.7550138720285,21.4118336913786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CKB",25.7285815471603,25.9338210210556,25.1398517077367,25.0998896850639,25.0954697831387,25.7895495644517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUS7",19.2992728702223,19.6075578844109,18.8647816220227,18.6058462509639,18.8067424945401,19.6152937649732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C8G",23.4259841797217,23.6960421203168,24.6757296648946,24.819581154727,23.9785833888418,24.5736924854777,24.793523933469,24.6474619398718,24.0682521470214,24.3204469081362,24.3457041023086,24.837015748063,17.7786418554629,17.5025599059965,18.2455759166435,17.3904041006279,17.4677090235722,17.9131816057675
"MGAT1",22.8689129614744,23.1518985242037,22.0982840142906,22.5380107974558,22.2324261972982,23.0342267006879,20.0158614695485,19.4140658141151,19.4946056156712,19.2101719068089,19.3374781758168,19.6779312164446,NA,NA,NA,NA,NA,NA
"A2M",32.6713491790974,32.8515491643731,32.6902082063487,32.7211022142945,32.4507133573216,33.0527782857335,29.7565273098527,29.9483768570107,29.46489830163,29.5127691512491,29.8354504150604,29.92450690549,32.7887720408323,32.6839492158771,32.8718821664701,32.1041835911351,33.2364902389058,32.9045483553905
"PCSK9",NA,NA,22.6800298023282,16.0165297482435,14.0145697479167,23.3100801925779,20.1706121568799,20.4449622897766,19.2777119322001,20.6074883527395,20.0683649992519,22.5310937057757,20.3461153606435,19.876045643567,20.5227232744735,19.2393143942394,21.109594758843,20.646119191597
"LAMA1",22.793523933469,23.4935056289466,23.0523325546234,23.4488442625338,23.0690720930741,23.6724961296428,22.1174351146355,22.1142608668404,21.7715281568137,21.7634458105158,21.8689129614744,22.3457041023086,NA,NA,NA,NA,NA,NA
"ANXA4",22.6518470345575,23.1734087528888,22.9152462640222,23.1718828986579,22.7875582666327,24.1142608668404,NA,21.1518985242037,20.6885918158316,19.9601377215209,NA,NA,NA,NA,NA,NA,NA,NA
"OSGEP",22.7210434750336,22.7815678287903,21.8774103356566,22.0590371016975,22.0158274487129,22.750140214933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARS1",23.5696424065049,23.9777103509689,22.9494904773214,23.072347225107,23.0442687020735,23.8811035023412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PPIC",23.2020975117049,23.494726699727,22.3671971633763,22.4676214695644,22.6757296648946,23.3361992535418,NA,NA,NA,NA,NA,NA,NA,NA,15.6972065071242,NA,14.9401621612837,NA
"YWHAQ",23.793523933469,24.0164832290921,23.7522581298834,23.6681734446384,23.5439210680768,24.0942620015354,NA,NA,NA,19.8416733688027,19.8903310823072,19.2840152487364,16.540747094664,NA,19.4623355136522,NA,NA,NA
"SERPINF1",29.4570893784192,29.6267968608199,28.8345465651566,28.8685009058466,28.9677421818777,29.5844135423262,22.9079322050569,22.8839021356939,22.1915942252856,22.5474556432402,22.8346068394371,23.010519910719,19.2196688704208,18.1676729471819,NA,17.583736546266,15.1756586998285,NA
"XPNPEP1",24.14180155942,24.5080907072447,23.7604032187922,23.7785632562897,23.921615788898,24.5111107942611,NA,NA,NA,NA,NA,NA,15.7172292596684,NA,NA,NA,NA,NA
"ABCE1",23.1915942252856,23.3711917068813,22.6843171607313,22.7097771457223,21.5960514096889,22.2592559335002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPTA1",22.4551305253812,22.337560929,23.0805026738505,23.337560929,22.5615079787637,22.9881520976905,22.7634458105158,22.8876252217366,22.2506083848867,21.6670907466207,22.4195693401582,22.9759626886826,23.7471439981867,22.8190938400658,22.6518470345575,23.4488442625338,23.4875361012806,22.3631519513183
"HNRNPUL1",22.8670283171295,22.9134212226139,22.2457955264563,22.3698614209033,22.312851941828,23.0036743698046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCM2",21.1892888913363,21.4800757240537,20.5750858590857,20.6791003386805,20.6988945396785,21.5294172087893,NA,NA,NA,NA,NA,NA,20.6275623824341,20.2989396349727,20.2763970663216,20.2302268848887,19.3921203335784,18.856319136643
"AARS1",23.112671120078,23.2606921656157,22.5068809000116,22.6496561532847,22.745093258622,23.2721308383506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SERPINH1",23.1930993845676,23.3738486045768,22.4526193062251,22.8034122178335,22.4014545455986,23.3975430338282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGHV1OR15-1",23.474094576357,23.7069708368146,23.8497003059493,24.0495137350152,23.274375593709,24.1152729404869,20.0582873461984,19.9881520976905,19.2205318439562,19.5072178122625,19.9943689068514,20.4326196824355,23.5649997796798,23.355146740306,23.6039939112957,23.5249223403045,23.7542987172687,23.1642293261144
"LYN",20.5852449832319,20.6443870644456,20.0064630561616,19.738788283911,20.2546157614097,20.951105391584,19.3443132478962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FCGBP",23.8151893856098,23.9539363823526,24.2199271315178,24.2933369287433,22.439997221856,23.0241143108677,20.2818338350263,20.8068209891188,20.7245621473168,20.6255661644271,20.8705054503853,20.9886299112893,27.6403076106838,27.7523857511883,27.6131583865454,27.9168412835776,27.368696413597,26.9944242245302
