"","protein","avg_percent","avg_percent_all","FC","cate","log2FC","spec","new_column","spec1","source","Sum","Mean","F","pvalue","qvalue"
"1","CD151",0.382067914504225,0.0979592255903486,3.90027495829723,"AF4",1.96357583345927,"spec",NA,"spec","method1","1.937254662","0.6457515540","1298.557706",3.015068e-57,5.51126383255814e-56
"2","CD81",0.053702065558606,0.014722977692307,3.64750030061284,"AF4",1.86690809704451,"spec","CD81","marker","method1","3.647279e-02","1.215760e-02","2598.819308",8.948986e-67,7.81544777333333e-65
"3","ITGA4",0.0198786665866656,0.00560254815284453,3.54814738657317,"AF4",1.82706593902506,"spec","ITGA4","marker","method1","4.893926e-03","1.631309e-03","2771.9633281",1.15501e-67,1.76592585e-65
"4","CDH15",0.0390701793205155,0.0112987522615281,3.45791981416817,"AF4",1.78990441465885,"spec",NA,"spec","method1","1.856230e-02","6.187434e-03","1062.823116",1.632375e-54,2.33281227272727e-53
"5","AQP1",0.0365577220801369,0.0117464657630129,3.11223161227349,"AF4",1.63794942968288,"spec",NA,"spec","method1","1.485129e-02","4.950431e-03","2195.698239",1.875903e-64,9.2153734875e-63
"6","DSC3",0.0101484052958888,0.00354798940789518,2.8603257025813,"AF4",1.51617943467671,"spec",NA,"spec","method1","1.082866e-03","3.609553e-04","1721.945892",4.107819e-61,1.3453107225e-59
"7","MADCAM1",0.00940569880053365,0.00337481199424345,2.78702897126635,"AF4",1.47872799938648,"spec",NA,"spec","method1","9.357717e-04","3.119239e-04","669.37945391",2.991047e-48,2.13723903818182e-47
"8","ITGB1",0.0197853953908925,0.00720135339115643,2.74745514019486,"AF4",1.45809592537951,"spec","ITGB1","marker","method1","3.820702e-03","1.273567e-03","2943.5616106",1.714462e-68,3.36891783e-66
"9","SIGLEC5",0.00564380074499426,0.0022925163503727,2.46183663818874,"AF4",1.29973503107727,"spec",NA,"spec","method1","2.753640e-04","9.178799e-05","335.07135",4.621387e-39,2.06386942159091e-38
"10","SIGLEC10",0.0150266626475396,0.00615259544151429,2.44232906102488,"AF4",1.28825759128609,"spec",NA,"spec","method1","1.981120e-03","6.603733e-04","2117.5627090",5.912429e-64,2.44587852315789e-62
"11","NPHS1",0.0278854259344649,0.0115251285004187,2.41953275691909,"AF4",1.27472847131838,"spec",NA,"spec","method1","6.778887e-03","2.259629e-03","2.685842e+03",3.145993e-67,3.53250071142857e-65
"12","CD40",0.00735115161815174,0.00307675204442046,2.38925708410032,"AF4",1.25656209615582,"no",NA,"no","method1","5.234025e-04","1.744675e-04","3617.76472",2.437294e-71,1.915713084e-68
"13","LGR5",0.00632986704577181,0.00266886477197772,2.37174513757067,"AF4",1.24594898942957,"no",NA,"no","method1","3.657382e-04","1.219127e-04","565.77308",5.410263e-46,3.19734339699248e-45
"14","CD9",0.00845652665015161,0.00357544526763956,2.36516741752124,"AF4",1.24194230782643,"spec","CD9","marker","method1","5.891679e-04","1.963893e-04","3.008216e+03",8.597244e-69,2.252477928e-66
"15","MCAM",0.0195260154658447,0.00849167917664853,2.29942924828575,"AF4",1.20127580775585,"spec",NA,"spec","method1","3.072868e-03","1.024289e-03","2530.4040706",2.086542e-66,1.640022012e-64
"16","FN1",0.0210890036065111,0.00945409293355633,2.23067445546869,"AF4",1.15747998209374,"spec",NA,"spec","method1","3.436289e-03","1.145430e-03","460.479219",3.008272e-43,1.58691395436242e-42
"17","C5b-9",0.0167831763406481,0.00797665493428523,2.10403690255056,"AF4",1.07316000817575,"spec",NA,"spec","method1","0.0019157673","6.385891e-04","29.30099",4.826597e-12,1.49358474094488e-11
"18","ADAM10",0.0024398841126191,0.00116730305335488,2.09018909494562,"AF4",1.06363346575105,"spec","ADAM10","marker","method1","4.051296e-05","1.350432e-05","1216.074073",2.376175e-56,3.8909865625e-55
"19","AIF1",0.0103724850106991,0.00526936591662096,1.96845031732975,"AF4",0.977060300078097,"spec",NA,"spec","method1","6.281745e-04","2.093915e-04","268.755894",3.333262e-36,1.38621372063492e-35
"20","FAS",0.00490969230880417,0.00255740927515301,1.91979139064881,"AF4",0.940949552598845,"no",NA,"no","method1","2.048682e-04","6.828939e-05","1810.6075146",8.400666e-62,2.87083629391304e-60
"21","LAMP1",0.00319639758382518,0.00178352173853278,1.79218313674982,"AF4",0.841718068746495,"no",NA,"no","method1","5.915318e-05","1.971773e-05","806.6013052",9.09029e-51,8.05756595730337e-50
"22","CD44",0.00118083021359202,0.000662146779208388,1.78333603767389,"AF4",0.834578578569688,"no",NA,"no","method1","8.454757e-06","2.818252e-06","933.0529070",9.638602e-53,1.02377583405405e-51
"23","JAM3",0.00245157827287311,0.00153274125721727,1.59947301041795,"AF4",0.677596648555687,"no",NA,"no","method1","4.514060e-05","1.504687e-05","429.1492370",2.582511e-42,1.27663751320755e-41
"24","ENG",0.0032451253563242,0.00211394804300355,1.53510175761626,"AF4",0.61833429099779,"no",NA,"no","method1","1.058406e-04","3.528021e-05","1960.4287038",6.792338e-63,2.54227508e-61
"25","CD24",0.00330743768506553,0.00215894878762264,1.53196671640718,"AF4",0.615384953531852,"no",NA,"no","method1","6.675420e-05","2.225140e-05","918.5630628",1.572367e-52,1.56440564810127e-51
"26","NCAM1",0.00442723144993676,0.00316628835669767,1.39824013203719,"AF4",0.483612148659806,"no",NA,"no","method1","2.173023e-04","7.243409e-05","1436.6208234",1.250372e-58,2.89056585882353e-57
"27","LAMP2",0.00200254157440639,0.00164276797303618,1.21900451389083,"AF4",0.285703468169656,"no",NA,"no","method1","3.692884e-05","1.230961e-05","430.4985405",2.346981e-42,1.16754877594937e-41
"28","MICA",0.00136433925023499,0.00114132777982749,1.19539651478667,"AF4",0.25748924166291,"no",NA,"no","method1","6.622085e-06","2.207362e-06","89.71515066",6.89882e-23,2.27834979831933e-22
"29","LGALS9",0.000991697722949466,0.000868494433083959,1.14185846814011,"AF4",0.191383841623489,"no",NA,"no","method1","1.605793e-05","5.352644e-06","55.1052535",1.012529e-17,3.22205584615385e-17
"30","PDPN",0.00124550742619092,0.00109165083475399,1.14093937964295,"AF4",0.190222140433053,"no",NA,"no","method1","2.753479e-05","9.178264e-06","236.0647941",1.521879e-34,6.13434304615385e-34
"31","PTPRJ",0.000960216119581074,0.000876506660292919,1.0955035062257,"AF4",0.131594101768883,"no",NA,"no","method1","5.723906e-06","1.907969e-06","94.89208285",1.613418e-23,5.3963682893617e-23
"32","DSCAM",0.00162199183299785,0.00154694304060335,1.04851425710234,"AF4",0.0683464785170023,"no",NA,"no","method1","7.111403e-05","2.370468e-05","7.3427672",0.0002639252,0.000768315582222222
"33","ITGA6",0.0027155356898535,0.00260719404127641,1.04155488500735,"AF4",0.058738864574548,"no",NA,"no","method1","1.692386e-04","5.641286e-05","2278.1966302",5.828186e-65,3.053969464e-63
"34","TENM4",0.00138436545900715,0.00134278909252992,1.03096269303089,"AF4",0.0439921275138343,"no",NA,"no","method1","3.449878e-05","1.149959e-05","93.4043695",2.433185e-23,8.06955025316456e-23
"35","ITGAV",0.00836159239343963,0.00835707027722667,1.00054111262236,"AF4",0.000780449360380799,"no",NA,"no","method1","1.095015e-03","3.650051e-04","704.0689108",6.239342e-49,4.67059315428571e-48
"36","CD5",0.0179961623978732,0.00539174722453314,3.33772368184998,"Exo-CMDS",1.73886452410573,"spec",NA,"spec","method1","3.822543e-03","1.274181e-03","434.0020879",1.833342e-42,9.17838733757962e-42
"37","IL3RA",0.00692895083484613,0.00215425405066463,3.21640376292128,"Exo-CMDS",1.68544852287286,"spec",NA,"spec","method1","5.478906e-04","1.826302e-04","3.074467e+03",4.30283e-69,1.69101219e-66
"38","Ly6C",0.0145353610910691,0.00475018482820407,3.05995695257284,"Exo-CMDS",1.61351135724913,"spec",NA,"spec","method1","2.304347e-03","7.681155e-04","1690.0782109",7.412465e-61,2.24084518846154e-59
"39","SLC5A12",0.00359264910247244,0.00118154852647345,3.0406276356633,"Exo-CMDS",1.60436915044478,"spec",NA,"spec","method1","1.401516e-04","4.671720e-05","1.053610e+03",2.144782e-54,3.01035473571429e-53
"40","AQP2",0.00831453255962676,0.00273967100753446,3.03486533118783,"Exo-CMDS",1.60163249989511,"spec",NA,"spec","method1","7.468985e-04","2.489662e-04","2389.0317725",1.29248e-65,8.465744e-64
"41","KLRD1",0.00733268102461733,0.00245821151292424,2.98293331800993,"Exo-CMDS",1.57673172730382,"spec",NA,"spec","method1","5.710894e-04","1.903631e-04","1.051961e+03",2.252738e-54,3.10640713684211e-53
"42","IL2RB",0.00550574996886428,0.00186028724998371,2.95962355755139,"Exo-CMDS",1.5654136872762,"spec",NA,"spec","method1","3.204852e-04","1.068284e-04","807.6251338",8.737951e-51,7.89428676551724e-50
"43","MUC16",0.0097150591176001,0.00332415491003105,2.92256509715709,"Exo-CMDS",1.54723515967558,"spec",NA,"spec","method1","9.839920e-04","3.279973e-04","939.757832",7.704675e-53,8.410936875e-52
"44","FCGR1A",0.00851088681911897,0.00291303422009487,2.9216569995672,"Exo-CMDS",1.54678681672132,"spec",NA,"spec","method1","7.560486e-04","2.520162e-04","2758.5045222",1.348035e-67,1.76592585e-65
"45","CCR6",0.00542088817470303,0.00193168113551849,2.80630590371634,"Exo-CMDS",1.48867227970625,"spec",NA,"spec","method1","2.928557e-04","9.761855e-05","1331.8359750",1.359353e-57,2.73961912307692e-56
"46","CLEC1B",0.00302730972025069,0.00110335140599612,2.74374030231792,"Exo-CMDS",1.45614393548715,"spec",NA,"spec","method1","8.964707e-05","2.988236e-05","1914.3373999",1.442133e-62,5.1523479e-61
"47","CCR2",0.00156742099971424,0.000574801732529087,2.7268898317646,"Exo-CMDS",1.44725641555297,"spec",NA,"spec","method1","2.375874e-05","7.919580e-06","1589.5153524",5.145024e-60,1.39447891862069e-58
"48","IL6",0.00273760517546137,0.00100498066092279,2.72403766749866,"Exo-CMDS",1.4457466528132,"spec",NA,"spec","method1","7.234342e-05","2.411447e-05","2462.359982",4.954443e-66,3.54017472545455e-64
"49","CLEC4C",0.00947403348998152,0.00349209216022348,2.71299640882766,"Exo-CMDS",1.43988713793679,"spec",NA,"spec","method1","8.648801e-04","2.882934e-04","1098.4571431",5.801233e-55,8.76878680384615e-54
"50","NLGN1",0.00284150715051196,0.0010628200253767,2.67355439553827,"Exo-CMDS",1.41875902978496,"spec",NA,"spec","method1","7.657749e-05","2.552583e-05","2608.3546984",7.967017e-67,7.81544777333333e-65
"51","IL7RA",0.00824780657942307,0.0031009680378428,2.65975220601134,"Exo-CMDS",1.41129184429384,"spec",NA,"spec","method1","6.408521e-04","2.136174e-04","2326.7832707",2.985351e-65,1.67606134714286e-63
"52","SIGLEC1",0.0028724611987548,0.00108348021776319,2.65114318809152,"Exo-CMDS",1.40661459218588,"spec",NA,"spec","method1","7.704360e-05","2.568120e-05","523.4845111",5.908781e-45,3.36543613478261e-44
"53","RETN",0.00174312971669107,0.00065771396084261,2.65028541352218,"Exo-CMDS",1.40614773420431,"spec",NA,"spec","method1","2.844429e-05","9.481430e-06","1151.6475896",1.314534e-55,2.066447448e-54
"54","CDH5",0.00279062658444292,0.00105589792236401,2.64289428488987,"Exo-CMDS",1.40211871869293,"spec",NA,"spec","method1","7.252707e-05","2.417569e-05","1678.0287881",9.292585e-61,2.70517474444444e-59
"55","CLEC2A",0.00278225935034489,0.00106089452488847,2.62255981633743,"Exo-CMDS",1.39097567871264,"spec",NA,"spec","method1","7.136095e-05","2.378698e-05","1324.4738906",1.618568e-57,3.11910680487805e-56
"56","CDH6",0.00417951034797299,0.00160028725372485,2.61172507513555,"Exo-CMDS",1.38500303868613,"spec",NA,"spec","method1","1.600110e-04","5.333701e-05","2360.7817871",1.884708e-65,1.13952345230769e-63
"57","SLC5A2",0.00705886292801446,0.00270390885472862,2.61061422823845,"Exo-CMDS",1.38438928563766,"spec",NA,"spec","method1","4.591299e-04","1.530433e-04","8.038303e+02",1.011928e-50,8.83750453333333e-50
"58","SLC12A3",0.00497430583625732,0.00191726933100384,2.5944742117441,"Exo-CMDS",1.37544219601395,"spec",NA,"spec","method1","2.245966e-04","7.486554e-05","2.043542e+03",1.824561e-63,7.17052473e-62
"59","CXCR4",0.00210481366927647,0.000811690742835477,2.59312267369679,"Exo-CMDS",1.37469045784863,"spec",NA,"spec","method1","4.051662e-05","1.350554e-05","869.796382",8.644424e-52,8.38829291851852e-51
"60","IL1RAPL1",0.00120905104279971,0.000470786413376523,2.5681519441657,"Exo-CMDS",1.36073056173182,"spec",NA,"spec","method1","1.313917e-05","4.379725e-06","631.1342999",1.849535e-47,1.24250812820513e-46
"61","EFNB2",0.003669288936029,0.00143424193139877,2.55834727440332,"Exo-CMDS",1.35521211138683,"spec",NA,"spec","method1","1.202170e-04","4.007233e-05","1714.0819629",4.747145e-61,1.492502388e-59
"62","AXL",0.00245532361719315,0.000961394646247803,2.55391854612043,"Exo-CMDS",1.35271251290984,"spec",NA,"spec","method1","5.402096e-05","1.800699e-05","631.8699921",1.78406e-47,1.20885444827586e-46
"63","MUC1",0.00606598662869319,0.00238552563852148,2.54283019672462,"Exo-CMDS",1.34643512599873,"spec",NA,"spec","method1","3.260808e-04","1.086936e-04","961.6083752",3.75352e-53,4.27574886956522e-52
"64","TIM3",0.00351139203392741,0.00139311678448956,2.5205295586285,"Exo-CMDS",1.33372687314779,"spec",NA,"spec","method1","1.078289e-04","3.594298e-05","611.816082",4.836531e-47,3.14174658347107e-46
"65","PCDH8",0.00234851326744979,0.000932689351129773,2.51800158820836,"Exo-CMDS",1.332279193025,"spec",NA,"spec","method1","4.854555e-05","1.618185e-05","1259.137077",7.953966e-57,1.35909071217391e-55
"66","NGFR",0.00278434806576802,0.00111080453573964,2.50660487618017,"Exo-CMDS",1.32573459764697,"spec",NA,"spec","method1","6.783235e-05","2.261078e-05","1373.587709",5.141781e-58,1.0635368068421e-56
"67","PDCD1",0.00549471528752672,0.0022014565973035,2.49594531832107,"Exo-CMDS",1.31958632768928,"spec",NA,"spec","method1","2.626108e-04","8.753694e-05","776.3386126",2.991314e-50,2.5281428e-49
"68","NT5E",0.00737782359414814,0.00296420664924915,2.48897073219136,"Exo-CMDS",1.31554926576666,"spec","NT5E","marker","method1","4.750101e-04","1.583367e-04","441.55072753",1.083694e-42,5.53106158441558e-42
"69","NFASC",0.00315844907669394,0.00127227650866098,2.48251779797309,"Exo-CMDS",1.31180406093813,"spec",NA,"spec","method1","8.615255e-05","2.871752e-05","700.9812000",7.15143e-49,5.25329343925234e-48
"70","ICAM2",0.00235474236931749,0.000955365456792251,2.46475561009272,"Exo-CMDS",1.30144460498593,"spec",NA,"spec","method1","4.749252e-05","1.583084e-05","486.2414143",5.687353e-44,3.14807004084507e-43
"71","ULBP2",0.00310284723034679,0.00125974572706596,2.46307422496565,"Exo-CMDS",1.30046010423815,"spec",NA,"spec","method1","8.189372e-05","2.729791e-05","698.8793080",7.850075e-49,5.71311013888889e-48
"72","ANPEP",0.00221620194636211,0.000900943483381022,2.45986789098606,"Exo-CMDS",1.29858083664698,"spec",NA,"spec","method1","4.191570e-05","1.397190e-05","1.046466e+03",2.654759e-54,3.53667893898305e-53
"73","ITGAM",0.00908827294408757,0.00370015374775645,2.45618792181221,"Exo-CMDS",1.29642094486725,"spec","ITGAM","marker","method1","7.042418e-04","2.347473e-04","949.89309120",5.50827e-53,6.09788763380282e-52
"74","PCDH19",0.00230555633003736,0.000942520920082701,2.44615931690414,"Exo-CMDS",1.29051836879682,"spec",NA,"spec","method1","4.488906e-05","1.496302e-05","5.178975e+02",8.216004e-45,4.64588427625899e-44
"75","SELE",0.00379131116564231,0.00155448966853021,2.43894265905739,"Exo-CMDS",1.28625583994386,"spec",NA,"spec","method1","1.207868e-04","4.026226e-05","1490.5184542",3.914347e-59,9.61461481875e-58
"76","Ly6G",0.0129270041326535,0.00531144357593463,2.43380240189765,"Exo-CMDS",1.28321204176796,"spec",NA,"spec","method1","1.414015e-03","4.713383e-04","2159.4610301",3.178377e-64,1.43467357333333e-62
"77","MPO",0.00285549512153022,0.00118369405439145,2.41235909814405,"Exo-CMDS",1.27044467943966,"spec",NA,"spec","method1","6.843943e-05","2.281314e-05","1099.633432",5.609623e-55,8.64541897647059e-54
"78","MUC19",0.00435071840329761,0.00180559377170647,2.40957765333104,"Exo-CMDS",1.26878029548354,"spec",NA,"spec","method1","1.564748e-04","5.215827e-05","1084.3210951",8.710109e-55,1.29172559886792e-53
"79","CADM3",0.0080766674594007,0.00335464129706004,2.40760985875866,"Exo-CMDS",1.26760162945826,"spec",NA,"spec","method1","5.451396e-04","1.817132e-04","1466.5588801",6.525574e-59,1.55427308e-57
"80","CLDN8",0.00226785089359969,0.000942376357591589,2.40652354585336,"Exo-CMDS",1.2669505389561,"spec",NA,"spec","method1","4.286588e-05","1.428863e-05","641.0589931",1.141213e-47,8.00886980357143e-47
"81","HEPACAM",0.00265963750325203,0.00110535500029057,2.40613875411327,"Exo-CMDS",1.26671984039394,"spec",NA,"spec","method1","5.918317e-05","1.972772e-05","714.8655467",3.889663e-49,2.96822826990291e-48
"82","SIGLEC8",0.00124747788026695,0.00051929894487343,2.40223457525221,"Exo-CMDS",1.26437703531889,"spec",NA,"spec","method1","1.282502e-05","4.275008e-06","1.182388e+03",5.745843e-56,9.21680122040816e-55
"83","MICB",0.00216378440600955,0.000904889513281901,2.39121392639619,"Exo-CMDS",1.25774320438869,"spec",NA,"spec","method1","3.843844e-05","1.281281e-05","929.164629",1.098322e-52,1.13589617368421e-51
"84","NES",0.00355709349186939,0.00149688068384366,2.37633735959205,"Exo-CMDS",1.24873966461546,"spec",NA,"spec","method1","1.045912e-04","3.486373e-05","957.0655532",4.353065e-53,4.88787012857143e-52
"85","NCR1",0.00491674831950791,0.00207481567811345,2.36972776491573,"Exo-CMDS",1.24472133137462,"spec",NA,"spec","method1","2.014910e-04","6.716368e-05","771.2329518",3.673364e-50,3.07155755744681e-49
"86","CD22",0.00211891178872159,0.000899257610371242,2.35629008226779,"Exo-CMDS",1.23651715991855,"spec",NA,"spec","method1","3.629391e-05","1.209797e-05","749.5816078",8.909075e-50,7.29430515625e-49
"87","SDC1",0.0111993747462521,0.00476705733505549,2.34932663047605,"Exo-CMDS",1.23224730739383,"spec","SDC1","marker","method1","1.035758e-03","3.452527e-04","599.7786396",8.936215e-47,5.71045934146341e-46
"88","CDH4",0.00859694082584467,0.00369936895051916,2.32389386969315,"Exo-CMDS",1.21654418356016,"spec",NA,"spec","method1","5.958277e-04","1.986092e-04","215.62760702",2.140193e-33,8.49591766666667e-33
"89","ICAM3",0.00203165455416973,0.000875385768461769,2.32086769898002,"Exo-CMDS",1.21466428422243,"spec",NA,"spec","method1","3.227248e-05","1.075749e-05","387.5858462",5.705236e-41,2.66923541428571e-40
"90","PLXNB1",0.0033802215272762,0.00145703020868697,2.31993922097357,"Exo-CMDS",1.21408700934051,"spec",NA,"spec","method1","8.971839e-05","2.990613e-05","748.56704038",9.292372e-50,7.52969524948453e-49
"91","LYN",0.00118341609051853,0.00051063694922274,2.31752929810475,"Exo-CMDS",1.21258757745415,"spec",NA,"spec","method1","1.098822e-05","3.662740e-06","1012.8608661",7.383994e-54,9.21241156190476e-53
"92","CXCL8",0.00246177349846097,0.00106394632850139,2.3138136130687,"Exo-CMDS",1.21027265427615,"spec",NA,"spec","method1","4.829267e-05","1.609756e-05","26.5947071",2.743888e-11,8.45763124705882e-11
"93","KLRK1",0.005571705028244,0.00241443038392524,2.3076685355433,"Exo-CMDS",1.20643601580757,"spec",NA,"spec","method1","2.480050e-04","8.266833e-05","4.564603e+02",3.932264e-43,2.060506336e-42
"94","CEACAM5",0.00512722719814911,0.00223267263486421,2.29645274371401,"Exo-CMDS",1.19940709616025,"spec",NA,"spec","method1","2.025600e-04","6.752001e-05","1324.254947",1.627015e-57,3.11910680487805e-56
"95","CXCL16",0.00111489752581367,0.000486262817533602,2.2927879443232,"Exo-CMDS",1.19710292891766,"spec",NA,"spec","method1","9.630993e-06","3.210331e-06","704.9821834",5.993233e-49,4.52950109423077e-48
"96","LY6G/C",0.00599869485670963,0.00261946998992081,2.2900414510536,"Exo-CMDS",1.19537371215988,"spec",NA,"spec","method1","2.786518e-04","9.288395e-05","1027.489628",4.711403e-54,6.07075861967213e-53
"97","SIGLEC7",0.00274615240313446,0.00120474712630104,2.27944299943344,"Exo-CMDS",1.18868133310578,"spec",NA,"spec","method1","5.754949e-05","1.918316e-05","9.950930e+02",1.285442e-53,1.55439601846154e-52
"98","C9",0.00383375101592721,0.00168632990439562,2.27342882666914,"Exo-CMDS",1.18486983891035,"spec",NA,"spec","method1","1.107325e-04","3.691083e-05","236.4794870",1.445568e-34,5.85678581443299e-34
"99","CD19",0.00759170977464407,0.00334142131556849,2.2720001633055,"Exo-CMDS",1.18396293853979,"spec",NA,"spec","method1","4.483682e-04","1.494561e-04","1232.4051604",1.562106e-56,2.61237301276596e-55
"100","CLSTN1",0.0021102052220191,0.000933766328125568,2.25988575348942,"Exo-CMDS",1.1762498403217,"spec",NA,"spec","method1","3.431085e-05","1.143695e-05","566.13769781",5.303896e-46,3.15822898181818e-45
